pr_record_id,gstr2b_record_id,invoice_id,vendor_id,vendor_gstin,case_type,defect_family,match_type,expected_validation_error,expected_classification,expected_outcome,amount_delta,credit_note_amount,in_prior_period_snapshot,vendor_cumulative_itc_variance,expected_drc01c_breach,expected_rule88d_within_window,split,notes
PR-0398,2B-0231,INV-2604-00398,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,frozen_test,all comparison fields identical
PR-0399,2B-0222,INV-2604-00399,V006,27MGAGX0940T1ZV,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,28774.39,false,,calibration,2B vendor_name rendered as 'M/s Bharat Enterprises India Pvt. Ltd.'
PR-0400,2B-0417,INV-2604-00400,V016,27NNHOE5359S1ZX,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,176.08,false,,calibration,2B vendor_name rendered as 'Meridian  Logistics  India  Pvt.  Ltd.'
PR-0401,2B-0005,INV-2604-00401,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,frozen_test,all comparison fields identical
PR-0402,2B-0098,INV-2604-00402,V028,21SKPXR4660P1ZJ,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name OCR-corrupted to 'Hima1aya L0gistics Limited ;'
PR-0403,2B-0050,INV-2604-00403,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,frozen_test,all comparison fields identical
PR-0404,2B-0040,INV-2604-00404,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0405,2B-0341,INV-2604-00405,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0406,2B-0216,INV-2604-00406,V003,32EVDGL6232O1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0407,2B-0285,INV-2604-00407,V034,32MWNUU2669X1ZI,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'DYNAMO TEXTILES PVT LTD'
PR-0408,2B-0033,INV-2604-00408,V021,27YIYXG2138V1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,111231.08,true,,frozen_test,all comparison fields identical
PR-0409,2B-0361,INV-2604-00409,V016,27NNHOE5359S1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,176.08,false,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 09; total tax equal
PR-0410,2B-0274,INV-2604-00410,V016,27NNHOE5359S1ZX,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,176.08,false,true,frozen_test,PR CGST/SGST under state 27; 2B IGST under state 01; total tax equal
PR-0411,2B-0481,INV-2604-00411,V026,27VGUPQ1274N1ZX,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name OCR-corrupted to 'Wave1ength  Enterprises LLP'
PR-0412,2B-0298,INV-2604-00412,V006,27MGAGX0940T1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,28774.39,false,,calibration,all comparison fields identical
PR-0413,2B-0168,INV-2604-00413,V028,21SKPXR4660P1ZJ,quarantine_bad_gstin,invalid_input,quarantined,invalid_gstin_format,,quarantine,0.00,,false,0.00,false,,calibration,gstin state-code prefix 40 does not exist
PR-0414,2B-0126,INV-2604-00414,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0415,2B-0264,INV-2604-00415,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0416,2B-0284,INV-2604-00416,V036,27GFSXR6677W1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,148917.54,true,,calibration,all comparison fields identical
PR-0417,2B-0384,INV-2604-00417,V008,33DBDFF6066I1ZB,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-2500.00,2500.00,false,1025.00,false,true,calibration,2B net of credit note Rs.2500.00
PR-0418,2B-0183,INV-2604-00418,V028,21SKPXR4660P1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0419,2B-0006,INV-2604-00419,V018,08STSKE2455Y1ZA,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,all comparison fields identical
PR-0420,2B-0312,INV-2604-00420,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,all comparison fields identical
PR-0421,2B-0259,INV-2604-00421,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0422,2B-0122,INV-2604-00422,V024,24WIIYL3578T1Z9,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B vendor_name rendered as 'FALCON LOGISTICS PVT LTD'
PR-0423,2B-0095,INV-2604-00423,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0424,2B-0339,INV-2604-00424,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0425,,INV-2604-00425,V007,27NFAOH7689K1ZL,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,79774.05,true,true,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0426,2B-0267,INV-2604-00426,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,calibration,all comparison fields identical
PR-0427,2B-0226,INV-2604-00427,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0428,2B-0038,INV-2604-00428,V028,21SKPXR4660P1ZJ,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,"2B vendor_name OCR-corrupted to 'Hima,1aya L0gistics Limited'"
PR-0429,2B-0313,INV-2604-00429,V040,10RCYAZ9838E1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,22886.35,false,,frozen_test,all comparison fields identical
PR-0430,2B-0297,INV-2604-00430,V025,23EANLL0258A1ZB,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B invoice_date shifted by +2 day(s)
PR-0431,,INV-2604-00431,V007,27NFAOH7689K1ZL,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,79774.05,true,false,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0432,2B-0406,INV-2604-00432,V025,23EANLL0258A1ZB,fuzzy_date_tolerance,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,2B invoice_date shifted by +2 day(s)
PR-0433,,INV-2604-00433,V031,27GFTDT0664D1ZM,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,8396.10,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0434,2B-0105,INV-2604-00434,V004,22JLIUB3888G1ZO,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,2B vendor_name rendered as 'M/s Wavelength Chemicals Ltd.'
PR-0435,2B-0009,INV-2604-00435,V013,10CLWJW0153B1ZL,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,103578.27,true,,frozen_test,2B vendor_name rendered as 'M/s Jyoti Agro LLP'
PR-0436,2B-0158,INV-2604-00436,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0437,,INV-2604-00437,V040,10RCYAZ9838E1Z7,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,22886.35,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0438,2B-0016,INV-2604-00438,V010,24MMKOP2707A1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,12535.93,false,,calibration,all comparison fields identical
PR-0439,2B-0404,INV-2604-00439,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0440,2B-0329,INV-2604-00440,V033,03KJOEN7911O1Z1,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-1323.13,,false,124952.52,true,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0441,2B-0369,INV-2604-00441,V024,24WIIYL3578T1Z9,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0442,,INV-2604-00442,V006,27MGAGX0940T1ZV,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,28774.39,false,false,calibration,"present in prior-period snapshot, absent from current 2B"
PR-0443,2B-0286,INV-2604-00443,V021,27YIYXG2138V1Z2,gstin_header_mismatch,classification_exception,rule_classified,,gstin_header_mismatch,classified_exception,0.00,,false,111231.08,true,false,calibration,PR CGST/SGST under state 27; 2B IGST under state 37; total tax equal
PR-0444,2B-0028,INV-2604-00444,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,calibration,all comparison fields identical
PR-0445,2B-0219,INV-2604-00445,V002,27NOMNQ8836X1Z2,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,82859.47,true,false,calibration,2B net of credit note Rs.5000.00
PR-0446,2B-0101,INV-2604-00446,V025,23EANLL0258A1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0447,2B-0271,INV-2604-00447,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,frozen_test,all comparison fields identical
PR-0448,2B-0223,INV-2604-00448,V029,29NKVKQ5588B1Z9,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-2960.22,,false,1328.86,false,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0449,,INV-2604-00449,V039,02LJWUK8178Q1ZJ,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,11338.70,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0450,2B-0405,INV-2604-00450,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,calibration,all comparison fields identical
PR-0451,2B-0456,INV-2604-00451,V017,27ITFXL3590N1ZG,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,40727.16,false,,calibration,2B vendor_name rendered as 'GANGA ENTERPRISES INDIA PVT. LTD.'
PR-0452,2B-0352,INV-2604-00452,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,calibration,all comparison fields identical
PR-0453,2B-0135,INV-2604-00453,V033,03KJOEN7911O1Z1,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-8350.29,,false,124952.52,true,true,calibration,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0454,2B-0308,INV-2604-00454,V011,27ZNNUA5329D1Z8,quarantine_bad_date,invalid_input,quarantined,unparseable_or_implausible_date,,quarantine,0.00,,false,113979.29,true,,calibration,invoice_date 'not-a-date' unparseable or implausible
PR-0455,2B-0166,INV-2604-00455,V010,24MMKOP2707A1Z7,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,12535.93,false,,frozen_test,all comparison fields identical
PR-0456,2B-0398,INV-2604-00456,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0457,,INV-2604-00457,V027,27BBEVF0062J1ZM,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,55586.43,false,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0458,2B-0438,INV-2604-00458,V003,32EVDGL6232O1ZV,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,0.34,,false,0.00,false,,calibration,taxable_value differs by Rs.0.34 (within Rs.1)
PR-0459,2B-0237,INV-2604-00459,V039,02LJWUK8178Q1ZJ,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,"2B vendor_name OCR-corrupted to 'Yamuna Traders Limi,ted'"
PR-0460,2B-0056,INV-2604-00460,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0461,2B-0277,INV-2604-00461,V018,08STSKE2455Y1ZA,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,115774.46,true,,calibration,2B vendor_name rendered as 'KONARK TRADERS & CO.'
PR-0462,2B-0196,INV-2604-00462,V001,27HPBHZ2966J1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,141109.19,true,,calibration,all comparison fields identical
PR-0463,2B-0428,INV-2604-00463,V029,29NKVKQ5588B1Z9,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,1328.86,false,,calibration,2B vendor_name rendered as 'Wavelength Fabricators Pvt Ltd.'
PR-0464,2B-0245,INV-2604-00464,V026,27VGUPQ1274N1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,frozen_test,all comparison fields identical
PR-0465,2B-0115,INV-2604-00465,V021,27YIYXG2138V1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,111231.08,true,,calibration,all comparison fields identical
PR-0466,2B-0176,INV-2604-00466,V028,21SKPXR4660P1ZJ,quarantine_bad_gstin,invalid_input,quarantined,invalid_gstin_format,,quarantine,0.00,,false,0.00,false,,frozen_test,gstin truncated to 14 characters
PR-0467,,INV-2604-00467,V001,27HPBHZ2966J1ZI,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,141109.19,true,true,calibration,absent from current 2B and from the prior-period snapshot
PR-0468,2B-0381,INV-2604-00468,V036,27GFSXR6677W1Z0,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,148917.54,true,,calibration,2B vendor_name rendered as 'Meridian  Fabricators  &  Co.'
PR-0469,2B-0154,INV-2604-00469,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,calibration,all comparison fields identical
PR-0470,2B-0211,INV-2604-00470,V039,02LJWUK8178Q1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,11338.70,false,,calibration,all comparison fields identical
PR-0471,2B-0463,INV-2604-00471,V006,27MGAGX0940T1ZV,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-3096.93,,false,28774.39,false,true,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0472,2B-0047,INV-2604-00472,V009,06ZUWQL5692X1Z7,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,54891.06,false,,frozen_test,2B vendor_name rendered as 'Bharat  Steel  &  Co.'
PR-0473,2B-0251,INV-2604-00473,V023,32ZQZIP1711S1ZR,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,4744.52,false,,calibration,all comparison fields identical
PR-0474,2B-0419,INV-2604-00474,V002,27NOMNQ8836X1Z2,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,82859.47,true,,frozen_test,all comparison fields identical
PR-0475,2B-0212,INV-2604-00475,V014,01KPAMG7469R1ZE,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0476,2B-0344,INV-2604-00476,V031,27GFTDT0664D1ZM,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,8396.10,false,,calibration,2B vendor_name rendered as 'M/s Bharat Textiles Ltd.'
PR-0477,,INV-2604-00477,V038,02CTMNE5571B1Z6,invoice_removed_post_claim,absence,none,,invoice_removed_post_claim,classified_exception,0.00,,true,125710.64,true,true,frozen_test,"present in prior-period snapshot, absent from current 2B"
PR-0478,2B-0272,INV-2604-00478,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,calibration,all comparison fields identical
PR-0479,2B-0420,INV-2604-00479,V005,37AKHBP5432H1ZS,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,220.28,false,,frozen_test,all comparison fields identical
PR-0480,2B-0012,INV-2604-00480,V004,22JLIUB3888G1ZO,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0481,,INV-2604-00481,V015,09RUTFG7986V1ZZ,late_filed_supplier,absence,none,,late_filed_supplier,classified_exception,0.00,,false,71790.02,false,false,calibration,absent from current 2B and from the prior-period snapshot
PR-0482,2B-0260,INV-2604-00482,V003,32EVDGL6232O1ZV,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,0.00,false,,calibration,"2B vendor_name OCR-corrupted to 'Bharat S01,utions Limited'"
PR-0483,2B-0355,INV-2604-00483,V031,27GFTDT0664D1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,8396.10,false,,calibration,all comparison fields identical
PR-0484,2B-0003,INV-2604-00484,V034,32MWNUU2669X1ZI,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0485,2B-0350,INV-2604-00485,V035,06WWDLC2591N1Z0,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1400.00,false,,frozen_test,all comparison fields identical
PR-0486,2B-0305,INV-2604-00486,V016,27NNHOE5359S1ZX,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,176.08,false,,calibration,all comparison fields identical
PR-0487,2B-0334,INV-2604-00487,V015,09RUTFG7986V1ZZ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,71790.02,false,,calibration,all comparison fields identical
PR-0488,2B-0096,INV-2604-00488,V003,32EVDGL6232O1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,0.00,false,,calibration,all comparison fields identical
PR-0489,2B-0386,INV-2604-00489,V020,08PAPRB6119M1ZV,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,804.60,false,,calibration,all comparison fields identical
PR-0490,2B-0477,INV-2604-00490,V010,24MMKOP2707A1Z7,indeterminate_ambiguous,ambiguous,fuzzy,,,indeterminate,-7870.37,,false,12535.93,false,false,frozen_test,"invoice number garbled, date beyond tolerance, non-round amount delta - no rule fires confidently"
PR-0491,2B-0093,INV-2604-00491,V002,27NOMNQ8836X1Z2,quarantine_bad_amount,invalid_input,quarantined,non_numeric_or_negative_amount,,quarantine,0.00,,false,82859.47,true,,frozen_test,taxable_value negative
PR-0492,2B-0013,INV-2604-00492,V033,03KJOEN7911O1Z1,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,124952.52,true,,frozen_test,all comparison fields identical
PR-0493,2B-0014,INV-2604-00493,V027,27BBEVF0062J1ZM,fuzzy_ocr_artifact,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,55586.43,false,,frozen_test,"2B vendor_name OCR-corrupted to 'K0nark Fabricators an,d C0mpany'"
PR-0494,2B-0442,INV-2604-00494,V035,06WWDLC2591N1Z0,fuzzy_vendor_name_variant,fuzzy,fuzzy,,,auto_reconcile,0.00,,false,1400.00,false,,calibration,2B vendor_name rendered as 'Orbit Chemicals India Pvt. Ltd..'
PR-0495,2B-0121,INV-2604-00495,V022,27CBGHX9945C1ZJ,fuzzy_amount_rounding,fuzzy,fuzzy,,,auto_reconcile,-0.24,,false,50272.05,false,,calibration,taxable_value differs by Rs.0.24 (within Rs.1)
PR-0496,2B-0299,INV-2604-00496,V008,33DBDFF6066I1ZB,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,1025.00,false,,frozen_test,all comparison fields identical
PR-0497,2B-0065,INV-2604-00497,V007,27NFAOH7689K1ZL,credit_note_netting,classification_exception,rule_classified,,credit_note_netting,classified_exception,-5000.00,5000.00,false,79774.05,true,false,calibration,2B net of credit note Rs.5000.00
PR-0498,2B-0396,INV-2604-00498,V022,27CBGHX9945C1ZJ,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,50272.05,false,,calibration,all comparison fields identical
PR-0499,2B-0221,INV-2604-00499,V027,27BBEVF0062J1ZM,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,55586.43,false,,calibration,all comparison fields identical
PR-0500,2B-0209,INV-2604-00500,V030,03RFLNG9701F1ZD,clean_exact_match,clean,exact,,,auto_reconcile,0.00,,false,164457.37,true,,frozen_test,all comparison fields identical
