record_id,invoice_id,vendor_name,vendor_gstin,invoice_date,place_of_supply,tax_rate,taxable_value,cgst,sgst,igst,total_tax,invoice_value,supplier_filing_date,gstr2b_period,simulated_current_date
2B-0381,INV-2604-00468,Meridian  Fabricators  &  Co.,27GFSXR6677W1Z0,2026-04-17,27-Maharashtra,12,324471.00,19468.26,19468.26,0.00,38936.52,363407.52,2026-05-12,2026-04,2026-06-10
2B-0382,INV-2604-00202,ELMWOOD INDS. LLP,27HPBHZ2966J1ZI,2026-04-17,27-Maharashtra,28,261456.00,36603.84,36603.84,0.00,73207.68,334663.68,2026-05-13,2026-04,2026-06-10
2B-0383,INV-2604-00334,Ganga Enterprises India Private Limited,06ITFXL3590N1ZK,2026-04-13,27-Maharashtra,18,63662.00,0.00,0.00,11459.16,11459.16,75121.16,2026-05-09,2026-04,2026-06-10
2B-0384,INV-2604-00417,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-11,27-Maharashtra,5,6866.00,0.00,0.00,343.30,343.30,7209.30,2026-05-10,2026-04,2026-06-10
2B-0385,INV-2604-00077,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-13,27-Maharashtra,28,48986.00,6858.04,6858.04,0.00,13716.08,62702.08,2026-05-06,2026-04,2026-06-10
2B-0386,INV-2604-00489,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-04-24,27-Maharashtra,12,318103.00,0.00,0.00,38172.36,38172.36,356275.36,2026-05-11,2026-04,2026-06-10
2B-0387,INV-2604-00155,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-18,27-Maharashtra,28,146676.00,0.00,0.00,41069.28,41069.28,187745.28,2026-05-07,2026-04,2026-06-10
2B-0388,INV-2604-00015,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-21,27-Maharashtra,5,411518.00,10287.95,10287.95,0.00,20575.90,432093.90,2026-05-11,2026-04,2026-06-10
2B-0389,INV-2604-00005,M/s Crestline Textiles India Pvt. Ltd.,23EANLL0258A1ZB,2026-04-18,27-Maharashtra,28,71488.00,0.00,0.00,20016.64,20016.64,91504.64,2026-05-05,2026-04,2026-06-10
2B-0390,INV-2604-00087,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-11,27-Maharashtra,28,133363.00,0.00,0.00,37341.64,37341.64,170704.64,2026-05-09,2026-04,2026-06-10
2B-0391,INV-2604-00380,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-07,27-Maharashtra,18,427072.00,0.00,0.00,76872.96,76872.96,503944.96,2026-05-06,2026-04,2026-06-10
2B-0392,INV-2604-00227,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-11,27-Maharashtra,5,74009.00,0.00,0.00,3700.45,3700.45,77709.45,2026-05-10,2026-04,2026-06-10
2B-0393,INV-2604-00322,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-09,27-Maharashtra,18,175454.00,15790.86,15790.86,0.00,31581.72,207035.72,2026-05-09,2026-04,2026-06-10
2B-0394,INV-2604-00200,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-23,27-Maharashtra,18,473832.00,42644.88,42644.88,0.00,85289.76,559121.76,2026-05-06,2026-04,2026-06-10
2B-0395,INV-2604-00229,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-22,27-Maharashtra,28,364671.00,0.00,0.00,102107.88,102107.88,466778.88,2026-05-06,2026-04,2026-06-10
2B-0396,INV-2604-00498,Himalaya Polymers LLP,27CBGHX9945C1ZJ,2026-04-22,27-Maharashtra,5,262274.00,6556.85,6556.85,0.00,13113.70,275387.70,2026-05-13,2026-04,2026-06-10
2B-0397,INV-2604-00243,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-04,27-Maharashtra,5,326970.00,0.00,0.00,16348.50,16348.50,343318.50,2026-05-05,2026-04,2026-06-10
2B-0398,INV-2604-00456,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-25,27-Maharashtra,5,428738.00,0.00,0.00,21436.90,21436.90,450174.90,2026-05-05,2026-04,2026-06-10
2B-0399,INV-2604-00212,Quantum Polymers India Private Limited,27WOIJO2003E1Z3,2026-04-06,27-Maharashtra,18,337591.00,30383.19,30383.19,0.00,60766.38,398357.38,2026-05-11,2026-04,2026-06-10
2B-0400,INV-2604-00240,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-28,27-Maharashtra,18,491425.25,0.00,0.00,88456.50,88456.50,579881.75,2026-05-05,2026-04,2026-06-10
2B-0401,INV-2604-00272,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-06,27-Maharashtra,12,454646.00,0.00,0.00,54557.52,54557.52,509203.52,2026-05-11,2026-04,2026-06-10
2B-0402,INV-2604-00027,Deccan Solutions India Private Limited,24MMKOP2707A1Z7,2026-04-30,27-Maharashtra,18,427080.00,0.00,0.00,76874.40,76874.40,503954.40,2026-05-09,2026-04,2026-06-10
2B-0403,INV-2604-00136,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-21,27-Maharashtra,5,402177.00,10054.42,10054.43,0.00,20108.85,422285.85,2026-05-07,2026-04,2026-06-10
2B-0404,INV-2604-00439,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-27,27-Maharashtra,12,304907.00,0.00,0.00,36588.84,36588.84,341495.84,2026-05-11,2026-04,2026-06-10
2B-0405,INV-2604-00450,Quantum Chemicals LLP,32ZQZIP1711S1ZR,2026-04-09,27-Maharashtra,5,193775.00,0.00,0.00,9688.75,9688.75,203463.75,2026-05-13,2026-04,2026-06-10
2B-0406,INV-2604-00432,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-26,27-Maharashtra,12,345592.00,0.00,0.00,41471.04,41471.04,387063.04,2026-05-11,2026-04,2026-06-10
2B-0407,INV-2604-02004,Deccan  50lutions India Pvt. Ltd..,24MMKOP2707A1Z7,2026-04-25,27-Maharashtra,5,133861.35,0.00,0.00,6693.07,6693.07,140554.42,2026-05-07,2026-04,2026-06-10
2B-0408,INV-2604-00075,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-01,27-Maharashtra,12,403812.00,24228.72,24228.72,0.00,48457.44,452269.44,2026-05-09,2026-04,2026-06-10
2B-0409,INV-2604-00038,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-16,27-Maharashtra,28,299336.16,0.00,0.00,83814.08,83814.08,383150.24,2026-05-08,2026-04,2026-06-10
2B-0410,INV-2604-00316,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-25,27-Maharashtra,12,421273.00,25276.38,25276.38,0.00,50552.76,471825.76,2026-05-05,2026-04,2026-06-10
2B-0411,INV-2604-00280,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-03,27-Maharashtra,18,319478.00,0.00,0.00,57506.04,57506.04,376984.04,2026-05-07,2026-04,2026-06-10
2B-0412,INV-2604-00263,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-30,27-Maharashtra,5,363003.00,0.00,0.00,18150.15,18150.15,381153.15,2026-05-11,2026-04,2026-06-10
2B-0413,INV-2604-00007,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-25,27-Maharashtra,18,433182.00,0.00,0.00,77972.76,77972.76,511154.76,2026-05-09,2026-04,2026-06-10
2B-0414,INV-2604-00382,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-13,27-Maharashtra,28,138481.00,0.00,0.00,38774.68,38774.68,177255.68,2026-05-12,2026-04,2026-06-10
2B-0415,INV-2604-90003,Jyoti Agro LLP,10CLWJW0153B1ZL,2026-04-26,27-Maharashtra,5,185379.00,0.00,0.00,9268.95,9268.95,194647.95,2026-05-07,2026-04,2026-06-10
2B-0416,INV-2604-00054,Konark Fabricators and Company,27BBEVF0062J1ZM,2026-04-23,27-Maharashtra,5,267198.00,6679.95,6679.95,0.00,13359.90,280557.90,2026-05-10,2026-04,2026-06-10
2B-0417,INV-2604-00400,Meridian  Logistics  India  Pvt.  Ltd.,27NNHOE5359S1ZX,2026-04-22,27-Maharashtra,5,391231.00,9780.77,9780.78,0.00,19561.55,410792.55,2026-05-11,2026-04,2026-06-10
2B-0418,INV-2604-00275,Himalaya Solutions India Pvt. Ltd..,27NOMNQ8836X1Z2,2026-04-12,27-Maharashtra,18,308069.00,27726.21,27726.21,0.00,55452.42,363521.42,2026-05-13,2026-04,2026-06-10
2B-0419,INV-2604-00474,Himalaya Solutions India Private Limited,27NOMNQ8836X1Z2,2026-04-04,27-Maharashtra,5,304295.00,7607.37,7607.38,0.00,15214.75,319509.75,2026-05-05,2026-04,2026-06-10
2B-0420,INV-2604-00479,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-14,27-Maharashtra,28,309291.00,0.00,0.00,86601.48,86601.48,395892.48,2026-05-10,2026-04,2026-06-10
2B-0421,INV-2604-00121,Deccan  Ent.  LLP,27ZNNUA5329D1Z8,2026-04-27,27-Maharashtra,18,200814.00,18073.26,18073.26,0.00,36146.52,236960.52,2026-05-10,2026-04,2026-06-10
2B-0422,INV-2604-00056,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-01,27-Maharashtra,12,391530.00,0.00,0.00,46983.60,46983.60,438513.60,2026-05-05,2026-04,2026-06-10
2B-0423,INV-2604-00058,Quantum Polymers India Private Limited,27WOIJO2003E1Z3,2026-04-29,27-Maharashtra,28,152520.00,21352.80,21352.80,0.00,42705.60,195225.60,2026-05-07,2026-04,2026-06-10
2B-0424,INV-2604-09130,Quantum  Po1ymers  1ndia  Pvt.  Ltd ;,27WOIJO2003E1Z3,2026-04-26,27-Maharashtra,28,291259.50,40776.33,40776.33,0.00,81552.66,372812.16,2026-05-10,2026-04,2026-06-10
2B-0425,INV-2604-00073,Meridian Fabricators and Company,27GFSXR6677W1Z0,2026-04-30,27-Maharashtra,12,315546.00,18932.76,18932.76,0.00,37865.52,353411.52,2026-05-05,2026-04,2026-06-10
2B-0426,INV-2604-00387,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-24,27-Maharashtra,12,155534.00,0.00,0.00,18664.08,18664.08,174198.08,2026-05-08,2026-04,2026-06-10
2B-0427,INV-2604-00090,Konark Industries and Company,37AKHBP5432H1ZS,2026-04-02,27-Maharashtra,12,355627.00,0.00,0.00,42675.24,42675.24,398302.24,2026-05-10,2026-04,2026-06-10
2B-0428,INV-2604-00463,Wavelength Fabricators Pvt Ltd.,29NKVKQ5588B1Z9,2026-04-09,27-Maharashtra,18,343205.00,0.00,0.00,61776.90,61776.90,404981.90,2026-05-13,2026-04,2026-06-10
2B-0429,INV-2604-00313,Bharat Textiles Limited,27GFTDT0664D1ZM,2026-04-15,27-Maharashtra,18,308861.00,27797.49,27797.49,0.00,55594.98,364455.98,2026-05-07,2026-04,2026-06-10
2B-0430,INV-2604-00389,ZENITH INDUSTRIES INDIA PVT. LTD.,27NFAOH7689K1ZL,2026-04-16,27-Maharashtra,5,480978.00,12024.45,12024.45,0.00,24048.90,505026.90,2026-05-08,2026-04,2026-06-10
2B-0431,INV-2604-00246,Himalaya Logistics Limited,21SKPXR4660P1ZJ,2026-04-05,27-Maharashtra,5,405752.00,0.00,0.00,20287.60,20287.60,426039.60,2026-05-07,2026-04,2026-06-10
2B-0432,INV-2604-00189,Crestline Textiles India Private Limited,23EANLL0258A1ZB,2026-04-24,27-Maharashtra,5,66312.00,0.00,0.00,3315.60,3315.60,69627.60,2026-05-07,2026-04,2026-06-10
2B-0433,INV-2604-00327,Elmwood Industries LLP,27HPBHZ2966J1ZI,2026-04-06,27-Maharashtra,18,314419.00,28297.71,28297.71,0.00,56595.42,371014.42,2026-05-13,2026-04,2026-06-10
2B-0434,INV-2604-00220,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-23,27-Maharashtra,18,169246.00,15232.14,15232.14,0.00,30464.28,199710.28,2026-05-08,2026-04,2026-06-10
2B-0435,INV-2604-02084,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-06,27-Maharashtra,28,351706.00,0.00,0.00,98477.12,98477.12,450183.12,2026-05-09,2026-04,2026-06-10
2B-0436,INV-2604-00110,Crestline Traders and Company,10RCYAZ9838E1Z7,2026-04-16,27-Maharashtra,12,375437.00,0.00,0.00,45052.44,45052.44,420489.44,2026-05-06,2026-04,2026-06-10
2B-0437,INV-2604-00156,WAVELENGTH ENT. LLP,27VGUPQ1274N1ZX,2026-04-25,27-Maharashtra,12,479333.00,28759.98,28759.98,0.00,57519.96,536852.96,2026-05-05,2026-04,2026-06-10
2B-0438,INV-2604-00458,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-19,27-Maharashtra,18,397258.34,0.00,0.00,71506.44,71506.44,468764.78,2026-05-07,2026-04,2026-06-10
2B-0439,INV-2604-00378,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-30,27-Maharashtra,5,342956.00,8573.90,8573.90,0.00,17147.80,360103.80,2026-05-08,2026-04,2026-06-10
2B-0440,INV-2604-00256,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-09,27-Maharashtra,5,75322.00,1883.05,1883.05,0.00,3766.10,79088.10,2026-05-11,2026-04,2026-06-10
2B-0441,INV-2604-00086,WAVELENGTH FABRICATORS PVT LTD,29NKVKQ5588B1Z9,2026-04-02,27-Maharashtra,18,469272.00,0.00,0.00,84468.96,84468.96,553740.96,2026-05-13,2026-04,2026-06-10
2B-0442,INV-2604-00494,Orbit Chemicals India Pvt. Ltd..,06WWDLC2591N1Z0,2026-04-28,27-Maharashtra,28,472942.00,0.00,0.00,132423.76,132423.76,605365.76,2026-05-09,2026-04,2026-06-10
2B-0443,INV-2604-00339,Wavelength Solutions LLP,27YIYXG2138V1Z2,2026-04-19,27-Maharashtra,28,391382.88,54793.62,54793.62,0.00,109587.24,500970.12,2026-05-09,2026-04,2026-06-10
2B-0444,INV-2604-00370,Himalaya Polymers LLP,21CBGHX9945C1ZV,2026-04-01,27-Maharashtra,5,25552.00,0.00,0.00,1277.60,1277.60,26829.60,2026-05-05,2026-04,2026-06-10
2B-0445,INV-2604-00181,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-21,27-Maharashtra,5,228903.00,0.00,0.00,11445.15,11445.15,240348.15,2026-05-05,2026-04,2026-06-10
2B-0446,INV-2604-04208,"M/s Narmada Ag,r0 Ltd.",09RUTFG7986V1ZZ,2026-05-06,27-Maharashtra,18,120519.38,0.00,0.00,21693.49,21693.49,142212.87,2026-05-13,2026-04,2026-06-10
2B-0447,INV-2604-00226,Wavelength Fabricators Private Limited,29NKVKQ5588B1Z9,2026-04-21,27-Maharashtra,5,206851.00,0.00,0.00,10342.55,10342.55,217193.55,2026-05-07,2026-04,2026-06-10
2B-0448,INV-2604-00281,Wavelength Steel and Company,02CTMNE5571B1Z6,2026-04-13,27-Maharashtra,12,358772.00,0.00,0.00,43052.64,43052.64,401824.64,2026-05-11,2026-04,2026-06-10
2B-0449,INV-2604-00106,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-19,27-Maharashtra,18,270602.00,0.00,0.00,48708.36,48708.36,319310.36,2026-05-10,2026-04,2026-06-10
2B-0450,INV-2604-00245,Narmada Technologies LLP,08PAPRB6119M1ZV,2026-04-24,27-Maharashtra,18,284956.00,0.00,0.00,51292.08,51292.08,336248.08,2026-05-13,2026-04,2026-06-10
2B-0451,INV-2604-00271,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-19,27-Maharashtra,5,429123.00,0.00,0.00,21456.15,21456.15,450579.15,2026-05-09,2026-04,2026-06-10
2B-0452,INV-2604-00286,Orbit Chemicals India Pvt. Ltd..,06WWDLC2591N1Z0,2026-04-13,27-Maharashtra,18,365344.00,0.00,0.00,65761.92,65761.92,431105.92,2026-05-07,2026-04,2026-06-10
2B-0453,INV-2604-09200,M/s Himalaya S01uti0ns India Pvt. Ltd ;,27NOMNQ8836X1Z2,2026-04-19,27-Maharashtra,5,379986.33,9499.66,9499.66,0.00,18999.32,398985.65,2026-05-05,2026-04,2026-06-10
2B-0454,INV-2604-00043,Dynamo Textiles Private Limited,32MWNUU2669X1ZI,2026-04-25,27-Maharashtra,18,371822.00,0.00,0.00,66927.96,66927.96,438749.96,2026-05-05,2026-04,2026-06-10
2B-0455,INV-2604-00076,Bharat Solutions Limited,32EVDGL6232O1ZV,2026-04-21,27-Maharashtra,28,346426.00,0.00,0.00,96999.28,96999.28,443425.28,2026-05-10,2026-04,2026-06-10
2B-0456,INV-2604-00451,GANGA ENTERPRISES INDIA PVT. LTD.,27ITFXL3590N1ZG,2026-04-03,27-Maharashtra,12,272395.00,16343.70,16343.70,0.00,32687.40,305082.40,2026-05-05,2026-04,2026-06-10
2B-0457,INV-2604-00325,Konark Traders and Company,08STSKE2455Y1ZA,2026-04-02,27-Maharashtra,18,12095.00,0.00,0.00,2177.10,2177.10,14272.10,2026-05-11,2026-04,2026-06-10
2B-0458,INV-2604-06180,TRIDENT  PACKA6IN6 & CO.,27AVGFB0339Q1ZZ,2026-04-08,27-Maharashtra,12,80539.71,4832.38,4832.39,0.00,9664.77,90204.48,2026-05-06,2026-04,2026-06-10
2B-0459,INV-2604-00117,Himalaya Polymers LLP,02CBGHX9945C1ZV,2026-04-22,27-Maharashtra,18,385843.00,0.00,0.00,69451.74,69451.74,455294.74,2026-05-12,2026-04,2026-06-10
2B-0460,INV-2604-00083,Narmada Agro Limited,09RUTFG7986V1ZZ,2026-04-28,27-Maharashtra,12,125354.47,0.00,0.00,15042.48,15042.48,140396.95,2026-05-12,2026-04,2026-06-10
2B-0461,INV-2604-00357,Falcon Chemicals Private Limited,19DDBTQ1492W1Z7,2026-04-10,27-Maharashtra,5,399157.00,0.00,0.00,19957.85,19957.85,419114.85,2026-05-06,2026-04,2026-06-10
2B-0462,INV-2604-00332,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-17,27-Maharashtra,5,114781.00,0.00,0.00,5739.05,5739.05,120520.05,2026-05-08,2026-04,2026-06-10
2B-0463,INV-2604-01470,"BHARA,T ENTERPRI5ES 1ND1A PVT. LTD.",27MGAGX0940T1ZV,2026-04-19,27-Maharashtra,18,109207.07,9828.63,9828.64,0.00,19657.27,128864.34,2026-05-07,2026-04,2026-06-10
2B-0464,INV-2604-00137,"Deccan S0lut,i0ns India Private Limited",24MMKOP2707A1Z7,2026-04-08,27-Maharashtra,18,366032.00,0.00,0.00,65885.76,65885.76,431917.76,2026-05-12,2026-04,2026-06-10
2B-0465,INV-2604-00179,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-29,27-Maharashtra,18,92917.00,8362.53,8362.53,0.00,16725.06,109642.06,2026-05-06,2026-04,2026-06-10
2B-0466,INV-2604-00078,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-05,27-Maharashtra,5,302248.00,7556.20,7556.20,0.00,15112.40,317360.40,2026-05-07,2026-04,2026-06-10
2B-0467,INV-2604-00175,Falcon Chemicals Private Limited,27DDBTQ1492W1ZA,2026-04-18,27-Maharashtra,28,341037.00,47745.18,47745.18,0.00,95490.36,436527.36,2026-05-07,2026-04,2026-06-10
2B-0468,INV-2604-00305,Wavelength Chemicals Limited,22JLIUB3888G1ZO,2026-04-24,27-Maharashtra,18,370025.00,0.00,0.00,66604.50,66604.50,436629.50,2026-05-12,2026-04,2026-06-10
2B-0469,INV-2604-00247,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-21,27-Maharashtra,18,166588.00,0.00,0.00,29985.84,29985.84,196573.84,2026-05-09,2026-04,2026-06-10
2B-0470,INV-2604-00021,Everest Textiles Limited,32LHGYK3148I1ZP,2026-04-26,27-Maharashtra,12,74242.00,0.00,0.00,8909.04,8909.04,83151.04,2026-05-06,2026-04,2026-06-10
2B-0471,INV-2604-00356,Yamuna Traders Limited,02LJWUK8178Q1ZJ,2026-04-09,27-Maharashtra,12,339867.00,0.00,0.00,40784.04,40784.04,380651.04,2026-05-11,2026-04,2026-06-10
2B-0472,INV-2604-00244,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-29,27-Maharashtra,12,254465.94,0.00,0.00,30535.92,30535.92,285001.86,2026-05-12,2026-04,2026-06-10
2B-0473,INV-2604-00193,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-02,27-Maharashtra,5,499512.00,0.00,0.00,24975.60,24975.60,524487.60,2026-05-12,2026-04,2026-06-10
2B-0474,INV-2604-00161,Everest Agro LLP,03KJOEN7911O1Z1,2026-04-07,27-Maharashtra,5,346682.00,0.00,0.00,17334.10,17334.10,364016.10,2026-05-13,2026-04,2026-06-10
2B-0475,INV-2604-00299,Meridian Logistics India Private Limited,27NNHOE5359S1ZX,2026-04-22,27-Maharashtra,28,445679.00,62395.06,62395.06,0.00,124790.12,570469.12,2026-05-05,2026-04,2026-06-10
2B-0476,INV-2604-90005,Bharat Enterprises India Private Limited,27MGAGX0940T1ZV,2026-04-11,27-Maharashtra,18,16973.00,1527.57,1527.57,0.00,3055.14,20028.14,2026-05-11,2026-04,2026-06-10
2B-0477,INV-2604-09400,Deccan  S01utions India Pvt. Ltd..,24MMKOP2707A1Z7,2026-05-05,27-Maharashtra,18,415357.63,0.00,0.00,74764.37,74764.37,490122.00,2026-05-06,2026-04,2026-06-10
2B-0478,INV-2604-00132,Falcon Logistics Private Limited,24WIIYL3578T1Z9,2026-04-01,27-Maharashtra,18,116779.00,0.00,0.00,21020.22,21020.22,137799.22,2026-05-11,2026-04,2026-06-10
2B-0479,INV-2604-00311,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-03,27-Maharashtra,18,136508.00,0.00,0.00,24571.44,24571.44,161079.44,2026-05-08,2026-04,2026-06-10
2B-0480,INV-2604-00095,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-19,27-Maharashtra,12,218620.00,13117.20,13117.20,0.00,26234.40,244854.40,2026-05-09,2026-04,2026-06-10
2B-0481,INV-2604-00411,Wave1ength  Enterprises LLP,27VGUPQ1274N1ZX,2026-04-13,27-Maharashtra,28,5903.00,826.42,826.42,0.00,1652.84,7555.84,2026-05-13,2026-04,2026-06-10
2B-0482,INV-2604-00104,Arcadia Polymers Limited,33DBDFF6066I1ZB,2026-04-04,27-Maharashtra,18,317571.00,0.00,0.00,57162.78,57162.78,374733.78,2026-05-08,2026-04,2026-06-10
2B-0483,INV-2604-00022,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-04,27-Maharashtra,28,183249.00,0.00,0.00,51309.72,51309.72,234558.72,2026-05-06,2026-04,2026-06-10
2B-0484,INV-2604-00097,Elmwood Fabricators LLP,01KPAMG7469R1ZE,2026-04-05,27-Maharashtra,18,85531.00,0.00,0.00,15395.58,15395.58,100926.58,2026-05-11,2026-04,2026-06-10
2B-0485,INV-2604-00373,Orbit Chemicals India Private Limited,06WWDLC2591N1Z0,2026-04-04,27-Maharashtra,28,492395.00,0.00,0.00,137870.60,137870.60,630265.60,2026-05-11,2026-04,2026-06-10
2B-0486,INV-2604-00250,Deccan Enterprises LLP,27ZNNUA5329D1Z8,2026-04-25,27-Maharashtra,5,343885.00,8597.12,8597.13,0.00,17194.25,361079.25,2026-05-06,2026-04,2026-06-10
2B-0487,INV-2604-00352,Zenith Industries India Private Limited,27NFAOH7689K1ZL,2026-04-07,27-Maharashtra,12,122647.00,7358.82,7358.82,0.00,14717.64,137364.64,2026-05-07,2026-04,2026-06-10
2B-0488,INV-2604-00343,Arcadia Packaging India Private Limited,03RFLNG9701F1ZD,2026-04-22,27-Maharashtra,12,30518.00,0.00,0.00,3662.16,3662.16,34180.16,2026-05-05,2026-04,2026-06-10
2B-0489,INV-2604-00151,Trident Packaging and Company,27AVGFB0339Q1ZZ,2026-04-25,27-Maharashtra,18,446235.00,40161.15,40161.15,0.00,80322.30,526557.30,2026-05-13,2026-04,2026-06-10
2B-0490,INV-2604-00183,Bharat Steel and Company,06ZUWQL5692X1Z7,2026-04-06,27-Maharashtra,28,493266.00,0.00,0.00,138114.48,138114.48,631380.48,2026-05-05,2026-04,2026-06-10
